:ID	number	label	type	quoted	text	:LABEL
H2DE7E7259A754ABC8380F1FA8D554CC4	1000.	1000. Redesignations	section	False	SEC. 1000. Redesignations Subpart 1 of part A of title I (20 U.S.C. 6311 et seq.) is amended	Section
HBB6B8185A7104F628639A649F6908CCC	1001.	1001. Statement of purpose	section	False	SEC. 1001. Statement of purpose Section 1001 (20 U.S.C. 6301) is amended to read as follows:	Section
H6EC42EFCAF704417A468C955A528C3FA	1001.	1001. Statement of purpose	section	True	SEC. 1001. Statement of purpose The purpose of this title is to provide all children significant opportunity to receive a fair, equitable, and high-quality education, and to close educational achievement gaps.	Section
H07B834F8D9E6492991058C80A2C7ED5B	1002.	1002. Authorization of appropriations	section	False	SEC. 1002. Authorization of appropriations Section 1002 (20 U.S.C. 6302) is amended to read as follows:	Section
HE8D2160677F245A1B8FBE5E117988F0D	1002.	1002. Authorization of appropriations	section	True	SEC. 1002. Authorization of appropriations There are authorized to be appropriated to carry out the activities described in part A	Section
HE64AFDB125CD48A3BD2521E856A989B2	1003.	1003. School improvement	section	False	SEC. 1003. School improvement Section 1003 (20 U.S.C. 6303) is amended to read as follows:	Section
H2AFFDAC6CB5D4529B6013E73ACE3990C	1003.	1003. School improvement	section	True	SEC. 1003. School improvement To carry out subsection (b) and the State educational agencys statewide system of technical assistance and support for local educational agencies, each State shall reserve the greater of	Section
H1F1BD951F2C3438D9B5A1640EC79F323	1004.	1004. Direct student services	section	False	SEC. 1004. Direct student services The Elementary and Secondary Education Act of 1965 (20 U.S.C. 6301 et seq.) is amended by inserting after section 1003 (20 U.S.C. 6303) the following:	Section
HDBCAB1CF2D394FB494FCE31312965121	1003A.	1003A. Direct student services	section	True	SEC. 1003A. Direct student services Each State educational agency, after meaningful consultation with geographically diverse local educational agencies described in subparagraph (B), may reserve not more than 3 percent of the amount the State educational agency receives under subpart 2 of part A for each fiscal year to carry out this section.	Section
H4E23911D44EA489AB5A8220EC7C8AA68	1005.	1005. State plans	section	False	SEC. 1005. State plans Section 1111 (20 U.S.C. 6311) is amended to read as follows:	Section
H97489F5339FC472FB96E7096B4BE30F1	1111.	1111. State plans	section	True	SEC. 1111. State plans For any State desiring to receive a grant under this part, the State educational agency shall file with the Secretary a plan that is	Section
H2D0D5D835A524845BBED8BFB84FF879A	1006.	1006. Local educational agency plans	section	False	SEC. 1006. Local educational agency plans Section 1112 (20 U.S.C. 6312) is amended to read as follows:	Section
H11EE38637C3041D6B98BEC88447A130D	1112.	1112. Local educational agency plans	section	True	SEC. 1112. Local educational agency plans A local educational agency may receive a subgrant under this part for any fiscal year only if such agency has on file with the State educational agency a plan, approved by the State educational agency, that	Section
HEB42EB420156408DAFDCA567AB45FDB3	1007.	1007. Eligible school attendance areas	section	False	SEC. 1007. Eligible school attendance areas Section 1113 (20 U.S.C. 6313) is amended	Section
H7CA5D4E1FD83498896322A96A940ABD6	1008.	1008. Schoolwide programs	section	False	SEC. 1008. Schoolwide programs Section 1114 (20 U.S.C. 6314) is amended	Section
H28EC2245E07D4371900502EF3AAF2C97	1009.	1009. Targeted assistance schools	section	False	SEC. 1009. Targeted assistance schools Section 1115 (20 U.S.C. 6315) is amended	Section
H190C1F004097411B9256684D9AC3175C	1010.	1010. Parent and family engagement	section	False	SEC. 1010. Parent and family engagement Section 1116, as redesignated by section 1000(2), is amended	Section
H5B9A11C8F1AE4205ACEF0C06DF814B20	1011.	1011. Participation of children enrolled in private schools	section	False	SEC. 1011. Participation of children enrolled in private schools Section 1117, as redesignated by section 1000(3), is amended	Section
H68E8E54062274E14BF8DFB57177A292E	1012.	1012. Supplement, not supplant	section	False	SEC. 1012. Supplement, not supplant Section 1118, as redesignated by section 1000(4), is amended	Section
H833A4BD1F94A4251B494281E242E1D98	1013.	1013. Coordination requirements	section	False	SEC. 1013. Coordination requirements Section 1119, as redesignated by section 1000(5), is amended	Section
H0F8D2685B26E454E9EB6081A15DE3055	1014.	1014. Grants for the outlying areas and the Secretary of the Interior	section	False	SEC. 1014. Grants for the outlying areas and the Secretary of the Interior Section 1121 (20 U.S.C. 6331) is amended to read as follows:	Section
HB043C2CBB78844FB8AA7FC3AB7CC89D8	1121.	1121. Grants for the outlying areas and the Secretary of the Interior	section	True	SEC. 1121. Grants for the outlying areas and the Secretary of the Interior Subject to subsection (e), from the amount appropriated for payments to States for any fiscal year under section 1002(a), the Secretary shall	Section
HB74C401F56B745A1B257A454DCA28400	1015.	1015. Allocations to States	section	False	SEC. 1015. Allocations to States Section 1122(a) (20 U.S.C. 6332(a)) is amended	Section
H79BBA5DC42A04FE983895BF3CB31D746	1016.	1016. Adequacy of funding rule	section	False	SEC. 1016. Adequacy of funding rule Section 1125AA (20 U.S.C. 6336) is amended by striking the section heading and all that follows through Pursuant and inserting the following: Adequacy of Funding to Local Educational Agencies in Fiscal Years After Fiscal Year 2001.Pursuant.	Section
H55118C43E53B4053B82A214DC49F1DE6	1017.	1017. Education finance incentive grant program	section	False	SEC. 1017. Education finance incentive grant program Section 1125A (20 U.S.C. 6337) is amended	Section
H5F7D4F12FE9F453BBCA4479A8085B497	1201.	1201. State assessment grants	section	False	SEC. 1201. State assessment grants Part B of title I (20 U.S.C. 6361 et seq.) is amended to read as follows:	Section
H57CC5243F0474B7581CF6AAE4AA6A8DF	1201.	1201. Grants for State assessments and related activities	section	False	SEC. 1201. Grants for State assessments and related activities From amounts made available in accordance with section 1203, the Secretary shall make grants to State educational agencies to enable the States to carry out 1 or more of the following:	Section
HDE9D58DD56884B349555C38EA2151E8D	1202.	1202. State option to conduct assessment system audit	section	False	SEC. 1202. State option to conduct assessment system audit From the amount reserved under section 1203(a)(3) for a fiscal year, the Secretary shall make grants to States to enable the States to	Section
H6D98C5C94EEB40D8A92D285D2FBEBBDB	1203.	1203. Allotment of appropriated funds	section	False	SEC. 1203. Allotment of appropriated funds From amounts made available for each fiscal year under subsection 1002(b) that are equal to or less than the amount described in section 1111(b)(2)(I), the Secretary shall	Section
HEE9CE3728E414A208E29F287B267E901	1204.	1204. Innovative assessment and accountability demonstration authority	section	False	SEC. 1204. Innovative assessment and accountability demonstration authority The term innovative assessment system means a system of assessments that may include	Section
H57CC5243F0474B7581CF6AAE4AA6A8DF	1201.	1201. Grants for State assessments and related activities	section	False	SEC. 1201. Grants for State assessments and related activities From amounts made available in accordance with section 1203, the Secretary shall make grants to State educational agencies to enable the States to carry out 1 or more of the following:	Section
HDE9D58DD56884B349555C38EA2151E8D	1202.	1202. State option to conduct assessment system audit	section	False	SEC. 1202. State option to conduct assessment system audit From the amount reserved under section 1203(a)(3) for a fiscal year, the Secretary shall make grants to States to enable the States to	Section
H6D98C5C94EEB40D8A92D285D2FBEBBDB	1203.	1203. Allotment of appropriated funds	section	False	SEC. 1203. Allotment of appropriated funds From amounts made available for each fiscal year under subsection 1002(b) that are equal to or less than the amount described in section 1111(b)(2)(I), the Secretary shall	Section
HEE9CE3728E414A208E29F287B267E901	1204.	1204. Innovative assessment and accountability demonstration authority	section	False	SEC. 1204. Innovative assessment and accountability demonstration authority The term innovative assessment system means a system of assessments that may include	Section
H0E6B0CFCA1644E54A249817BCC7F4A1A	1301.	1301. Education of migratory children	section	False	SEC. 1301. Education of migratory children Section 1301 (20 U.S.C. 6391) is amended to read as follows:	Section
H15E0629807D34F9C8C1C6E2839506419	1301.	1301. Program purposes	section	True	SEC. 1301. Program purposes The purposes of this part are as follows:	Section
H92EA056F79824626B1CCF06A94A2E50A	1305.	1305. Secretarial approval; peer review	section	True	SEC. 1305. Secretarial approval; peer review The Secretary shall approve each State application that meets the requirements of this part, and may review any such application with the assistance and advice of State officials and other officials with relevant expertise.	Section
HE47B52CE51AA4913B7A2863B09CC29F4	1401.	1401. Prevention and intervention programs for children and youth who are neglected, delinquent, or at-ris	section	False	SEC. 1401. Prevention and intervention programs for children and youth who are neglected, delinquent, or at-risk Part D of title I (20 U.S.C. 6421 et seq.) is amended	Section
H32B72B2978804FFAA02666001B9B8033	1501.	1501. Flexibility for equitable per-pupil funding	section	False	SEC. 1501. Flexibility for equitable per-pupil funding Title I (20 U.S.C. 6571 et seq.), as amended by this title, is further amended	Section
HD28986D3DB9E4B2A9E13E5A838E3175D	1501.	1501. Flexibility for equitable per-pupil funding	section	False	SEC. 1501. Flexibility for equitable per-pupil funding The purpose of the program under this section is to provide local educational agencies with flexibility to consolidate eligible Federal funds and State and local education funding in order to create a single school funding system based on weighted per-pupil allocations for low-income and otherwise disadvantaged students.	Section
HD28986D3DB9E4B2A9E13E5A838E3175D	1501.	1501. Flexibility for equitable per-pupil funding	section	False	SEC. 1501. Flexibility for equitable per-pupil funding The purpose of the program under this section is to provide local educational agencies with flexibility to consolidate eligible Federal funds and State and local education funding in order to create a single school funding system based on weighted per-pupil allocations for low-income and otherwise disadvantaged students.	Section
H8FCA26D37DBE41299D38D9AFAF65E8DC	1601.	1601. General provisions	section	False	SEC. 1601. General provisions Section 1601 (20 U.S.C. 6571), as redesignated by section 1501(a)(4) of this Act, is amended	Section
